loss,mae,val_loss,val_mae,learning_rate
0.047284506261348724,0.14560642838478088,0.024917226284742355,0.09085854887962341,0.0004176467191427946
0.029560953378677368,0.09975576400756836,0.019574066624045372,0.07971169799566269,0.0004176467191427946
0.0242762491106987,0.08853057771921158,0.015110748820006847,0.06831599771976471,0.0004176467191427946
0.019541265442967415,0.07915782928466797,0.01268465630710125,0.062147509306669235,0.0004176467191427946
0.01624402590095997,0.07252733409404755,0.011493979953229427,0.05676805227994919,0.0004176467191427946
0.013993526808917522,0.0671837255358696,0.011242495849728584,0.056892573833465576,0.0004176467191427946
0.013001437298953533,0.06441234052181244,0.010936249047517776,0.055685222148895264,0.0004176467191427946
0.011628293432295322,0.06131578981876373,0.01080586202442646,0.05397088825702667,0.0004176467191427946
0.011072646826505661,0.058899860829114914,0.01056097075343132,0.054229993373155594,0.0004176467191427946
0.010353237390518188,0.05700942501425743,0.009739827364683151,0.04811440780758858,0.0004176467191427946
0.009586874395608902,0.054721079766750336,0.00970394629985094,0.047795236110687256,0.0004176467191427946
0.009187942370772362,0.05308670923113823,0.009959477931261063,0.04915830120444298,0.0004176467191427946
0.008589324541389942,0.051189061254262924,0.00929368194192648,0.04794936254620552,0.0004176467191427946
0.007938743568956852,0.0493822880089283,0.009117988869547844,0.04459945484995842,0.0004176467191427946
0.007745875045657158,0.0484917089343071,0.008815225213766098,0.04318867623806,0.0004176467191427946
0.007422746159136295,0.047393422573804855,0.009337536990642548,0.046670325100421906,0.0004176467191427946
0.00690699415281415,0.04616428166627884,0.008503859862685204,0.0421823225915432,0.0004176467191427946
0.006630357820540667,0.04525066167116165,0.008522965013980865,0.042434703558683395,0.0004176467191427946
0.006349318660795689,0.044091079384088516,0.008293384686112404,0.04129350185394287,0.0004176467191427946
0.005785686429589987,0.04280099645256996,0.008324910886585712,0.0423174649477005,0.0004176467191427946
0.005694946739822626,0.04218362644314766,0.008088388480246067,0.04142870008945465,0.0004176467191427946
0.0057525187730789185,0.0420454666018486,0.007845789194107056,0.03959999606013298,0.0004176467191427946
0.005099066533148289,0.03981417044997215,0.007940157316625118,0.03936634212732315,0.0004176467191427946
0.005248935893177986,0.04027336835861206,0.008092549629509449,0.04235922545194626,0.0004176467191427946
0.0050129336304962635,0.03958798944950104,0.00802075769752264,0.041643787175416946,0.0004176467191427946
0.004961458500474691,0.03959953039884567,0.007916996255517006,0.04079824686050415,0.0004176467191427946
0.004917704034596682,0.039302363991737366,0.007768605835735798,0.039417654275894165,0.0004176467191427946
0.004306648392230272,0.03703824430704117,0.007072852924466133,0.036453407257795334,0.00029235269175842404
0.0038974115159362555,0.03567644581198692,0.007617135997861624,0.03847649320960045,0.00029235269175842404
0.0038530020974576473,0.03523944690823555,0.0067694163881242275,0.0354904867708683,0.00029235269175842404
0.003963647410273552,0.03580614924430847,0.007040034048259258,0.0374680832028389,0.00029235269175842404
0.003804137697443366,0.03522545471787453,0.0067231059074401855,0.036871373653411865,0.00029235269175842404
0.0037097912281751633,0.034591544419527054,0.007365605793893337,0.038599614053964615,0.00029235269175842404
0.003563794307410717,0.03398227319121361,0.006517829839140177,0.035077568143606186,0.00029235269175842404
0.0033591161482036114,0.03363634645938873,0.007358215283602476,0.039625708013772964,0.00029235269175842404
0.00335409096442163,0.03350767493247986,0.006989555899053812,0.03798213601112366,0.00029235269175842404
0.0034458462614566088,0.03345070406794548,0.006574953440576792,0.03618895635008812,0.00029235269175842404
0.00352088687941432,0.033832795917987823,0.00679533276706934,0.037497203797101974,0.00029235269175842404
0.0032616949174553156,0.032986246049404144,0.006728282198309898,0.035880111157894135,0.00029235269175842404
0.0029693639371544123,0.03209863230586052,0.006684419699013233,0.03434879705309868,0.00020464688714127988
0.002978656906634569,0.03172491118311882,0.00649978406727314,0.03462858498096466,0.00020464688714127988
0.0028794638346880674,0.031435150653123856,0.006546873599290848,0.03599128872156143,0.00020464688714127988
0.0030319576617330313,0.031833283603191376,0.006585798691958189,0.03533138334751129,0.00020464688714127988
0.00281657581217587,0.03112080693244934,0.006539462599903345,0.0359923392534256,0.00020464688714127988
0.002616719575598836,0.03042210452258587,0.0064353360794484615,0.033509761095047,0.00014325282245408744
0.002562794601544738,0.030106965452432632,0.00629423325881362,0.03288755938410759,0.00014325282245408744
0.002538844710215926,0.030137844383716583,0.006204570643603802,0.03317870572209358,0.00014325282245408744
0.002451422158628702,0.0295773446559906,0.006097935605794191,0.03413000330328941,0.00014325282245408744
0.002366893459111452,0.02931329421699047,0.00612311065196991,0.03320559859275818,0.00014325282245408744
0.002447271952405572,0.029622506350278854,0.006224727723747492,0.03351622447371483,0.00014325282245408744
0.0023625697940587997,0.029097430408000946,0.006099565885961056,0.034089528024196625,0.00014325282245408744
0.0022354992106556892,0.028680237010121346,0.005982745438814163,0.03197035193443298,0.00014325282245408744
0.002273710910230875,0.028746498748660088,0.0061447229236364365,0.033987317234277725,0.00014325282245408744
0.0023876691702753305,0.02905307337641716,0.006120249629020691,0.03278820216655731,0.00014325282245408744
0.0023198819253593683,0.02881675772368908,0.005756381433457136,0.03324005380272865,0.00014325282245408744
0.00235052895732224,0.02877269871532917,0.005991194862872362,0.03300664573907852,0.00014325282245408744
0.0021855507511645555,0.028213277459144592,0.006057152058929205,0.033280663192272186,0.00014325282245408744
0.0022671346087008715,0.02837175875902176,0.005777152255177498,0.03254447504878044,0.00014325282245408744
0.002205129247158766,0.028250394389033318,0.005962599068880081,0.0316108837723732,0.00014325282245408744
0.0021996540017426014,0.02820461615920067,0.005803404841572046,0.03213128447532654,0.00014325282245408744
0.0021416188683360815,0.028037596493959427,0.005668386351317167,0.031517721712589264,0.00010027697862824425
0.0020234775729477406,0.027361463755369186,0.005689966958016157,0.03154030814766884,0.00010027697862824425
0.0020716574508696795,0.027559855952858925,0.005786466412246227,0.03162410855293274,0.00010027697862824425
0.0020521620754152536,0.027392664924263954,0.005975496023893356,0.03183910623192787,0.00010027697862824425
0.0019484322983771563,0.02715305984020233,0.005775418132543564,0.03152269124984741,0.00010027697862824425
0.0018899908754974604,0.026829883456230164,0.005759065039455891,0.031046239659190178,7.019388431217521e-05
0.0019316417165100574,0.026923034340143204,0.00575368432328105,0.030453026294708252,7.019388431217521e-05
0.0019170095911249518,0.026745829731225967,0.0057152616791427135,0.03103775531053543,7.019388431217521e-05
0.0020091072656214237,0.02715040184557438,0.005624041892588139,0.03159540519118309,7.019388431217521e-05
0.002000377280637622,0.027101851999759674,0.005723894108086824,0.03192514553666115,7.019388431217521e-05
0.00186766660772264,0.026557544246315956,0.005700995679944754,0.03126806393265724,7.019388431217521e-05
0.001905001001432538,0.026919495314359665,0.005516934674233198,0.030237635597586632,7.019388431217521e-05
0.0018326918361708522,0.02640063315629959,0.005704863928258419,0.030611610040068626,7.019388431217521e-05
0.0017886176938191056,0.0263049378991127,0.005640625953674316,0.030868807807564735,7.019388431217521e-05
0.0018738567596301436,0.02651403285562992,0.005592290312051773,0.0311422236263752,7.019388431217521e-05
0.0017836970509961247,0.026109330356121063,0.005534501746296883,0.030488677322864532,7.019388431217521e-05
0.001760851708240807,0.02609037607908249,0.0055032456293702126,0.031034409999847412,7.019388431217521e-05
0.001766159781254828,0.02590593323111534,0.005495354998856783,0.029869865626096725,4.913572047371417e-05
0.0017856673803180456,0.02608736976981163,0.005445162765681744,0.02978418581187725,4.913572047371417e-05
0.0016805236227810383,0.025774037465453148,0.005398220848292112,0.029635019600391388,4.913572047371417e-05
0.0016980028012767434,0.0257666427642107,0.005388730205595493,0.02968638762831688,4.913572047371417e-05
0.0016416020225733519,0.025538306683301926,0.0053624482825398445,0.029094791039824486,4.913572047371417e-05
0.0017005321569740772,0.025672124698758125,0.005458518397063017,0.029698951169848442,4.913572047371417e-05
0.0017389607382938266,0.025759167969226837,0.005503050051629543,0.02945925109088421,4.913572047371417e-05
0.001705680857412517,0.025723125785589218,0.005358977243304253,0.0289766788482666,4.913572047371417e-05
0.0016713462537154555,0.025449348613619804,0.005360376089811325,0.028664223849773407,3.439500505919568e-05
0.001678585191257298,0.02550346590578556,0.005411344114691019,0.02871623821556568,3.439500505919568e-05
0.00163960549980402,0.025446360930800438,0.005445491056889296,0.029220761731266975,3.439500505919568e-05
0.0016536192269995809,0.025355715304613113,0.005368515383452177,0.028809113427996635,3.439500505919568e-05
0.0016823693877086043,0.025563526898622513,0.005432378500699997,0.02857503853738308,3.439500505919568e-05
